timestamp,strategy,instrument,pnl,volatility,volume_ratio,vix_level,es_nq_correlation,session_range,distance_from_vwap,rsi,delta_divergence
2025-09-02 06:51:00,S2,NQ,31.53710691204992,0.7595356242721564,0.9754762789226548,9.945185551276861,0.7507196575036572,55.88869625603689,-9.291846669305592,51.19747718323557,-0.7975825082853729
2025-09-02 05:01:00,S11,NQ,37.16621259189964,0.9274529714467131,0.9677578061211385,12.618351534226992,0.9486980958047201,49.633172337589016,3.5555131712243213,56.25516664494763,4.162309285605782
2025-09-02 08:38:00,S3,NQ,78.42319463139916,0.834842676158851,1.4483944062790495,19.93251387631033,0.69422890710441,62.338173681547836,-12.208436499710222,53.132953925071334,-9.798350619398878
2025-09-02 09:03:00,S3,NQ,-60.8779281646967,0.7617354408663067,1.2683605300407228,23.927660622491224,1.0656010091272043,53.95229060345315,16.41771116014076,56.91224450222956,0.4296173581540727
2025-09-02 12:40:00,S2,NQ,76.63245378780071,0.7774272122727419,0.9400309533445954,21.65631715701782,0.897554512712236,42.81238643232065,-1.8565897666381712,33.40497538990958,-5.981033120403354
2025-09-02 02:43:00,S11,NQ,-0.5286213509764437,0.7556863632761123,1.169810345176722,16.925621202913447,0.833289244048893,29.289244635916212,-2.8080629152675316,49.102741045074964,4.805868832091775
2025-09-02 03:29:00,S2,NQ,5.14838387556992,0.7846260211716516,0.9045195061416548,24.57701058851037,0.8328751109659684,42.05359694349442,5.132674331133561,51.456163240220604,4.843224952664446
2025-09-02 22:27:00,S2,NQ,40.17013560206695,1.4653880472178424,0.9432814918443385,6.724119762182649,0.8345517943888767,44.0672532262956,-2.8913685646994205,56.79404489800264,-0.8303045417553268
2025-09-02 21:31:00,S11,NQ,87.9122159229916,0.7758429952822571,0.8483195606767873,25.433635115196367,0.9004986880702632,43.37350965160981,-0.8416508518117742,68.55524109404692,-7.132394423627763
2025-09-02 01:52:00,S11,NQ,-8.197336558097298,0.9377261299181454,0.8712390875005211,23.639165570829334,0.738093063964504,55.342397455840704,-0.21880874338765013,68.27075656634766,-1.9472901215174099
2025-09-02 15:32:00,S2,NQ,33.01106811191684,1.6685942176731157,1.1909101933559885,20.045721728700688,0.7634460703167458,59.73630098943659,-12.228735366753067,58.04504048573098,-4.573454656306387
2025-09-02 06:17:00,S11,NQ,23.434628785134542,1.27641474223575,0.7817870709615774,21.137299673020646,0.9307142754282429,25.88775148158159,1.846338585323042,53.89824191372635,3.909114358886552
2025-09-02 08:40:00,S6,NQ,-30.565854169460422,1.3181114793534119,0.9556682059191169,23.265241555248803,0.9102687465462712,22.252955942536527,11.686312434505338,35.21927304311469,-5.46970204534237
2025-09-02 01:53:00,S6,NQ,-26.868927827323404,0.798233731821248,0.797649811444356,23.849886799653966,0.9268389522403903,56.36729366084676,9.405355849620097,36.98538365030938,0.7293092621415471
